upi_id,account_age_days,transaction_count_last_24h,transaction_velocity_1h,average_transaction_interval,average_transaction_amount,device_change,transaction_amount,new_recipient,similar_transactions_last_10min,location_change,ip_address_change,vpn_usage,transaction_time,merchant_transaction,blacklist_flag,is_fraud
user596@upi,1139,11,0.313266477,97.25239027,6760.98147,1,46794.43971,0,1,0,1,1,12,1,0,1
user597@upi,1703,8,0.63606842,44.91671921,3759.07749,1,47783.87642,1,2,0,1,0,20,1,1,1
user598@upi,1692,0,0.398280549,27.75770187,13634.84257,1,42831.74793,0,3,1,0,1,22,0,0,1
user599@upi,666,17,0.006814698,88.18206246,1228.422562,0,42194.97634,1,3,0,1,1,17,0,0,1
user600@upi,129,3,0.523407185,36.54904395,11319.68748,1,4942.577081,1,0,0,1,1,8,0,1,1
user601@upi,840,9,0.921513392,21.12476186,4291.571273,0,49671.07128,0,4,1,0,0,12,0,0,1
user602@upi,1820,6,0.812077611,94.38310645,18982.03219,0,20025.03019,0,4,0,1,1,12,1,1,1
user603@upi,1637,0,0.825211371,37.50523827,6777.26475,1,8164.424582,1,0,0,1,0,4,0,1,1
user604@upi,1091,16,0.795058018,109.7330075,6571.901708,1,40606.96539,1,1,0,0,0,11,1,0,1
user605@upi,1984,1,0.323730826,100.8759174,18475.35489,1,11294.28112,1,0,0,0,1,0,1,1,1
user606@upi,1379,10,0.765193834,101.7168395,8405.223614,0,26313.50428,0,1,1,0,0,17,1,1,1
user607@upi,750,8,0.143161358,92.58836713,19260.96045,0,6409.5231,1,2,0,0,1,20,1,1,1
user608@upi,1507,6,0.657716147,105.7057709,580.9900075,1,23737.53971,1,2,0,0,0,20,1,0,0
user609@upi,126,16,0.641568567,96.68962706,6196.257047,0,27911.49326,1,0,1,1,1,21,1,1,1
user610@upi,1863,16,0.025569799,72.30136363,13357.23991,1,22301.73876,0,2,0,1,0,23,1,0,0
user611@upi,800,1,0.787970134,35.49872623,17828.05359,1,3483.646369,1,4,0,1,1,16,1,0,1
user612@upi,1160,5,0.903248105,106.5851032,5202.471301,1,24252.10214,1,1,1,1,0,9,1,1,1
user613@upi,1426,13,0.267415278,100.8724347,18616.50408,1,23452.45274,1,3,0,0,0,8,1,1,1
user614@upi,1941,5,0.812390724,56.74551867,11923.01718,1,13088.39766,1,3,0,0,1,19,1,0,0
user615@upi,1022,1,0.082405972,4.68944232,16040.06404,1,46080.86397,1,2,0,0,0,7,0,1,1
user616@upi,1674,0,0.599967858,76.62524729,8004.425356,0,20895.43871,0,1,0,1,0,14,1,0,0
user617@upi,1091,9,0.485646865,6.071622441,4322.389613,0,43207.14865,0,4,0,0,1,12,0,0,1
user618@upi,643,4,0.545923533,111.1535954,18233.58477,1,5492.094843,1,3,0,0,1,20,0,1,1
user619@upi,522,1,0.926205202,115.3957508,18669.40378,1,15950.67544,1,4,0,1,1,16,1,1,1
user620@upi,1784,15,0.871315247,22.73881751,10001.74537,0,8824.77938,1,4,1,0,1,8,1,1,1
user621@upi,811,1,0.785083657,81.16672537,229.2508184,0,20426.45528,1,3,1,0,1,23,1,1,1
user622@upi,1129,9,0.273698458,11.07228055,2284.680778,1,5590.717992,1,3,1,1,0,20,1,1,1
user623@upi,1671,1,0.911818629,87.54203143,11503.25641,1,22057.32994,1,2,0,1,1,10,0,1,1
user624@upi,1151,15,0.097507692,41.67451994,573.1563758,0,17699.99846,0,1,1,0,0,3,0,1,1
user625@upi,569,15,0.853329217,81.72601341,7998.547287,1,11173.51921,1,0,1,1,0,23,1,1,1
user626@upi,1634,18,0.328160072,44.7451811,6137.061917,0,32112.5488,1,1,1,0,0,6,0,1,1
user627@upi,497,6,0.053772312,17.46810118,14315.53068,1,47546.06529,0,0,1,1,0,19,1,1,1
user628@upi,1270,11,0.669356984,48.73319766,1206.015592,0,10363.60254,0,3,0,1,0,22,1,0,0
user629@upi,1918,14,0.231279928,13.5208232,9825.752253,1,35592.42409,0,4,0,1,1,21,1,1,1
user630@upi,906,7,0.243571126,69.225993,11624.37397,1,37121.62065,0,1,0,1,1,2,0,1,1
user631@upi,1305,5,0.306047166,4.914183858,12384.09241,1,24911.04462,1,4,1,0,1,9,0,1,1
user632@upi,1222,9,0.063684768,63.27836155,8162.637673,0,44884.44062,0,1,0,0,1,2,0,0,1
user633@upi,713,2,0.177127144,106.3642377,6156.91889,1,48319.8394,0,1,1,0,1,0,1,1,1
user634@upi,1480,18,0.005139628,100.5447924,13681.61137,0,18118.70014,0,4,0,1,1,13,0,1,1
user635@upi,590,16,0.445409521,105.933804,16966.62406,0,32555.15457,1,2,0,0,0,12,1,1,1
user636@upi,799,6,0.084255377,110.6458563,13902.99099,0,33114.00877,1,3,1,1,1,4,1,1,1
user637@upi,870,19,0.682652605,12.54334655,18648.83707,0,20187.73996,1,2,1,0,1,7,0,1,1
user638@upi,256,3,0.235622851,15.44966435,14373.54415,1,15846.38581,0,2,0,1,1,11,1,0,1
user639@upi,1996,13,0.943574144,66.84081676,15315.91281,1,46687.87247,1,1,0,1,1,5,1,1,1
user640@upi,1109,19,0.871251627,107.2767202,3441.273612,1,39501.17765,0,3,0,1,1,23,1,1,1
user641@upi,163,14,0.289440895,116.9219348,8448.838926,0,5732.083653,0,1,1,0,0,22,1,0,0
user642@upi,1689,7,0.783215455,5.551430081,9752.601086,1,6003.004739,0,0,1,0,0,1,0,0,1
user643@upi,1468,14,0.803244905,42.6928901,5200.23393,0,46127.91301,0,1,1,0,0,23,1,0,1
user644@upi,1006,19,0.986563114,25.54731056,10617.94322,0,4079.674154,1,4,1,0,1,3,1,1,1
user645@upi,1119,13,0.597839987,90.71590187,5886.75969,0,34424.1831,1,1,0,1,1,4,1,1,1
user646@upi,706,8,0.081965735,76.82326422,13781.29165,1,11345.64476,1,0,1,1,1,10,0,0,1
user647@upi,1318,7,0.646837229,14.38656378,9458.740686,0,1768.915284,1,1,1,1,0,12,1,1,1
user648@upi,1253,16,0.624979748,58.02264808,9230.25839,1,2991.280929,0,0,1,1,0,7,1,1,1
user649@upi,1102,1,0.638350577,82.25286268,19674.48637,1,18682.36996,0,3,0,0,1,20,0,1,1
user650@upi,1080,2,0.307145648,93.48064727,7909.652486,1,3888.6467,0,1,0,0,1,4,1,1,1
user651@upi,1018,7,0.859679585,2.406325174,7309.679109,0,29835.9936,0,0,1,1,0,5,0,1,1
user652@upi,103,11,0.959472183,106.8563489,6440.226989,1,32366.25302,0,3,1,0,0,14,1,0,1
user653@upi,1783,0,0.217712513,68.31376595,17905.5095,0,18679.69391,1,4,0,1,0,22,0,0,0
user654@upi,967,9,0.088152158,97.4290938,9984.804139,0,37146.47501,1,2,0,1,1,15,1,0,1
user655@upi,1021,19,0.194535033,96.9525636,12040.2881,0,24507.22558,0,0,1,1,0,10,0,1,1
user656@upi,462,2,0.820552139,22.78231923,3698.287732,0,21517.12289,0,4,0,0,1,6,0,0,0
user657@upi,1237,5,0.676644635,13.22065443,10864.75296,1,20355.33456,1,3,1,1,1,5,1,1,1
user658@upi,921,6,0.636047342,86.55447228,5565.499038,1,21561.0133,1,4,0,0,1,11,1,0,0
user659@upi,227,19,0.401793135,18.77123026,14639.67473,1,48394.70362,0,1,1,1,0,3,0,0,1
user660@upi,483,17,0.577827972,101.992499,16667.31414,1,34073.53893,1,2,1,0,0,13,1,0,1
user661@upi,441,10,0.307874125,87.14273806,14324.73277,0,15767.34026,1,0,1,0,0,10,1,0,0
user662@upi,350,18,0.477200079,101.0190437,14631.85891,0,36695.65491,0,3,1,1,0,11,0,1,1
user663@upi,560,4,0.793063028,35.88152155,10298.24661,0,16520.06674,0,2,0,1,1,1,0,0,1
user664@upi,1645,18,0.981241597,37.99176725,14271.14932,0,6294.48824,1,3,0,0,1,10,1,0,0
user665@upi,1322,10,0.932488924,80.54658676,8511.470017,1,23773.26427,1,4,1,0,1,12,1,0,1
user666@upi,1287,11,0.933865943,3.773514607,13064.63416,1,37553.68272,0,3,0,0,1,10,1,1,1
user667@upi,1767,9,0.402223735,87.17960956,5254.880281,0,18889.21895,1,3,1,1,0,8,1,0,0
user668@upi,366,7,0.468789881,100.2939685,1488.164545,0,43460.01536,1,4,0,1,1,20,0,0,1
user669@upi,32,8,0.705635396,49.81963039,8328.117956,0,19353.76568,1,4,1,0,0,15,0,0,0
user670@upi,1795,3,0.922191928,91.78545961,9289.3853,0,17498.45289,0,2,0,0,1,4,0,0,0
user671@upi,531,4,0.141994259,20.95331004,5202.502448,1,49912.21325,1,0,0,0,0,11,0,0,1
user672@upi,1791,7,0.304241864,38.67124726,14581.41942,0,24128.77643,1,4,0,1,1,2,1,1,1
user673@upi,1870,8,0.139246845,116.9165956,1563.654532,1,40263.00827,0,2,0,1,1,15,0,0,1
user674@upi,1133,14,0.61200853,118.3593808,4532.691655,1,40251.35292,0,3,1,0,0,18,0,1,1
user675@upi,811,14,0.306300997,61.51260636,14996.4379,0,46319.20316,1,3,1,0,1,16,1,1,1
user676@upi,1213,15,0.326107853,112.112375,8798.773047,0,4253.903772,0,1,0,1,0,10,1,0,0
user677@upi,1256,13,0.070915959,62.72768137,14135.14412,1,13568.30162,0,4,0,1,1,20,0,0,1
user678@upi,1939,7,0.349796062,34.99057538,11392.96897,1,38389.7271,1,2,0,0,0,18,1,1,1
user679@upi,771,17,0.862496507,32.02791457,19019.18372,0,28134.44861,0,2,0,0,0,17,0,0,0
user680@upi,1692,9,0.233072812,111.5406846,11996.13707,1,27985.15097,1,0,1,0,0,8,1,0,1
user681@upi,451,19,0.695187466,20.69356668,395.8925895,0,8319.10294,1,2,0,1,0,12,1,1,1
user682@upi,1641,5,0.629628345,69.55589498,7122.259275,0,14064.83918,0,4,0,0,1,5,0,0,0
user683@upi,778,11,0.863484608,66.66300817,2946.907576,1,26071.49094,1,2,0,0,0,2,1,1,1
user684@upi,1025,1,0.132287948,88.75460216,18500.21018,1,13866.29642,1,1,0,0,0,22,0,1,1
user685@upi,1358,6,0.97758996,59.9091489,2169.84784,0,10522.03681,1,3,0,1,0,11,0,0,0
user686@upi,525,15,0.582628646,32.67427928,7815.362596,0,4396.925228,1,3,0,1,0,8,0,0,0
user687@upi,1049,2,0.995474152,20.32757996,4599.373953,1,7794.743336,1,2,0,1,1,8,1,1,1
user688@upi,801,12,0.911514726,74.49825642,16949.76761,1,38445.69945,0,2,0,0,0,14,0,1,1
user689@upi,345,2,0.221517272,86.27889082,6240.473302,1,35941.77124,0,2,1,1,1,0,0,0,1
user690@upi,1792,17,0.05616201,68.34255344,19838.68031,1,2301.225881,1,2,0,1,1,17,0,1,1
user691@upi,267,10,0.255639094,88.60215325,868.4704517,0,10172.17143,1,1,0,1,0,14,0,1,1
user692@upi,506,7,0.527563649,16.98254429,2652.707772,0,28027.16278,0,4,0,1,0,7,0,0,0
user693@upi,905,5,0.171596367,105.8964234,4570.311651,0,16138.16593,1,1,0,1,0,10,0,0,0
user694@upi,169,0,0.167459745,69.88746101,16241.0102,1,41164.24764,1,1,1,0,0,16,1,1,1
user695@upi,1508,0,0.462593547,15.22127123,17582.49246,1,39251.61549,1,1,0,0,1,13,0,0,0
user696@upi,861,7,0.033267971,55.4310245,1521.882474,0,44580.11209,0,3,1,0,1,18,1,1,1
user697@upi,1697,4,0.121888083,101.3750085,745.9568211,1,28150.93226,1,1,1,0,0,22,1,1,1
user698@upi,1941,15,0.415861339,107.7074632,14916.68146,1,17610.30323,0,2,1,0,0,23,0,0,1
user699@upi,699,10,0.063129909,31.7579406,2753.704934,1,30307.17416,1,1,1,1,1,4,1,1,1
user700@upi,1708,4,0.396755056,85.35189897,2746.671883,1,4465.94262,1,2,0,1,1,1,1,1,1
user701@upi,389,3,0.474006266,11.9982297,545.0940364,1,489.2050269,0,4,1,0,0,14,0,1,1
user702@upi,1578,5,0.451266614,4.025504569,1091.176764,1,864.5050708,0,3,1,1,0,18,1,0,1
user703@upi,1962,13,0.869174857,67.24787446,5347.141626,0,20383.07147,1,4,0,0,0,15,0,0,0
user704@upi,966,18,0.530062455,83.37930952,1393.609239,0,11411.59893,1,4,1,0,0,12,1,1,1
user705@upi,700,8,0.467980462,95.49440774,7440.693924,0,7875.311913,1,3,1,1,0,6,0,1,1
user706@upi,1460,11,0.410709245,40.82594861,16672.22312,0,30770.14752,0,2,1,0,0,16,1,1,1
user707@upi,1646,10,0.817623378,0.783049251,6593.773121,1,49754.80118,1,2,1,1,1,18,0,0,1
user708@upi,1301,13,0.895056604,57.54230845,14583.89984,0,8895.882649,0,2,0,0,1,6,0,1,1
user709@upi,1868,15,0.853242469,1.902425445,1968.8083,0,27325.607,1,3,1,1,1,11,1,0,1
user710@upi,1610,0,0.673546578,11.03814128,13221.56623,0,5995.178425,1,1,0,1,1,12,0,1,1
user711@upi,1450,12,0.137361746,39.2026827,6403.268947,0,46712.47969,1,0,0,1,0,12,0,1,1
user712@upi,1201,12,0.276869969,52.46064595,15020.08229,1,14594.84088,1,1,0,1,0,13,1,0,0
user713@upi,1875,1,0.046063064,33.53633295,2811.41508,1,43918.2076,1,1,1,1,1,14,0,0,1
user714@upi,1076,3,0.930824075,69.82383198,17967.87922,0,14160.9912,1,4,1,1,0,1,0,0,0
user715@upi,1589,5,0.66079853,6.641974706,4927.286338,0,40304.56348,1,0,0,0,0,5,1,1,1
user716@upi,294,4,0.746362884,17.34956523,7127.442086,1,10476.97286,0,2,0,0,0,8,1,1,1
user717@upi,406,2,0.31157174,83.43100809,19008.59615,1,14646.54361,1,1,0,1,1,14,1,0,1
user718@upi,21,0,0.845653522,17.05690243,11611.79896,0,9631.843517,1,3,0,1,1,19,1,0,1
user719@upi,1640,3,0.259603284,76.77302419,7378.853227,1,13220.35129,1,1,0,0,1,15,1,1,1
user720@upi,1335,19,0.001643757,6.56215449,18997.08273,1,41744.93911,1,2,0,0,1,1,1,1,1
user721@upi,1931,1,0.376414963,48.88587349,6648.640596,0,31955.23455,0,1,1,0,1,2,0,0,0
user722@upi,1286,4,0.570761481,21.28913641,1987.927182,1,20299.92465,0,4,1,0,1,22,1,1,1
user723@upi,508,2,0.478704858,13.1563539,19937.29287,0,48576.33614,1,4,1,0,1,19,1,0,1
user724@upi,763,8,0.862076143,68.04393402,5430.113919,0,23248.42774,1,1,0,1,0,22,1,1,1
user725@upi,44,19,0.105405286,111.4002926,17040.03119,1,48488.30096,0,4,1,0,1,20,0,0,1
user726@upi,736,5,0.553823441,6.574445751,3394.261817,1,9837.380276,0,3,0,0,0,7,0,1,1
user727@upi,858,17,0.51297935,50.58650979,14653.94404,1,45232.87497,0,0,0,0,0,7,0,1,1
user728@upi,99,5,0.281392982,84.90425253,10536.54295,1,700.9719828,1,1,1,1,1,20,1,1,1
user729@upi,785,18,0.822228113,55.5225398,19620.04051,1,27269.70709,0,3,0,0,0,6,0,0,0
user730@upi,614,11,0.752848656,96.77951353,11101.32409,1,21158.38919,0,3,1,0,0,10,0,0,1
user731@upi,1955,10,0.732859187,21.5574379,597.8015226,0,26259.1414,1,3,1,1,1,21,0,0,1
user732@upi,979,1,0.876192478,115.1513046,12117.17199,1,27676.70715,1,2,1,1,0,12,0,1,1
user733@upi,1635,14,0.722784601,46.21951533,2991.797481,0,19457.67739,1,1,0,0,1,7,1,1,1
user734@upi,1031,11,0.231841292,40.98835595,15990.96421,1,49909.91037,0,1,0,1,0,8,1,0,1
user735@upi,427,11,0.705562712,104.9526953,17145.70711,1,48825.59444,0,1,0,0,0,15,1,1,1
user736@upi,124,8,0.307702813,67.66404383,9693.661024,1,48087.65138,0,0,1,0,0,4,1,0,1
user737@upi,626,1,0.24217465,61.97332103,15686.107,1,48954.46152,0,3,0,1,0,22,1,1,1
user738@upi,1936,2,0.073003593,87.23735034,2987.703636,1,39652.68981,1,1,1,0,1,13,1,1,1
user739@upi,1229,11,0.74402858,69.58010859,9892.355912,0,49429.63805,0,4,0,1,1,0,0,1,1
user740@upi,835,15,0.711000962,19.50187737,7939.490867,0,44619.08766,1,2,1,1,1,23,1,0,1
user741@upi,1534,0,0.234499478,80.90371474,12265.216,0,20802.47253,0,0,1,1,0,18,1,0,0
user742@upi,1659,2,0.749379017,16.01626551,985.0960572,1,39241.00765,0,2,0,1,0,16,1,0,0
user743@upi,1526,19,0.917840883,96.70292464,15067.24448,1,45604.27158,0,3,0,0,0,21,1,1,1
user744@upi,1108,1,0.108028957,118.7683917,1674.672861,1,35633.17762,1,4,1,0,0,13,1,1,1
user745@upi,422,8,0.232636638,45.286515,13163.7832,0,21144.8892,0,3,1,0,1,12,0,1,1
user746@upi,1409,18,0.750260794,53.37070778,467.2987882,0,3298.854198,1,1,0,1,0,7,0,1,1
user747@upi,1453,14,0.274506674,5.572038658,16654.57247,1,40486.74988,1,2,1,0,1,2,0,0,1
user748@upi,738,17,0.624663974,1.64798257,3576.522641,0,47637.61623,1,4,0,1,0,0,0,0,1
user749@upi,1310,10,0.081164224,110.5703202,10358.39977,1,18129.53838,1,2,0,0,0,18,0,1,1
user750@upi,1030,15,0.452202479,15.43488725,5303.708784,1,7603.783489,0,0,1,1,1,14,1,0,1
user751@upi,770,16,0.739091422,53.49344971,14480.67932,0,16331.92694,0,4,0,0,1,20,0,1,1
user752@upi,685,4,0.686513943,97.84255486,6494.886894,0,29135.29169,1,0,1,0,1,7,0,1,1
user753@upi,1427,11,0.815072101,106.7182512,14519.72295,0,15853.28087,1,4,0,1,1,8,1,0,1
user754@upi,1902,10,0.877452127,62.32772223,5768.937016,0,30534.83032,0,1,1,0,0,12,0,0,0
user755@upi,466,14,0.773183501,67.803903,15074.21451,1,48342.94309,0,2,0,1,1,11,0,0,1
user756@upi,929,2,0.671587743,80.3620767,709.0493771,1,33540.01732,1,2,0,1,1,8,1,1,1
user757@upi,201,0,0.031722492,115.3658964,5737.895574,0,18139.34172,0,3,1,0,0,19,1,1,1
user758@upi,748,19,0.534966673,72.32039531,10022.80678,0,46788.29104,0,4,0,0,0,23,1,1,1
user759@upi,1722,15,0.037697725,67.13703113,996.6856802,0,28286.10708,0,4,1,0,0,10,0,0,0
user760@upi,1132,1,0.808067817,1.744096232,3802.077821,0,6427.336203,1,0,1,1,0,4,0,0,0
user761@upi,1581,1,0.320724524,9.713964243,18697.28593,1,24954.06045,1,4,1,1,1,18,0,0,1
user762@upi,987,2,0.562429374,69.26059519,19539.00188,1,32685.28588,1,2,1,1,1,20,1,0,1
user763@upi,1018,7,0.279445307,112.3488465,14821.02395,1,41914.33575,1,4,1,1,0,17,0,0,1
user764@upi,105,14,0.782500144,104.0029618,5118.781007,1,46824.47457,1,3,0,1,1,10,0,0,1
user765@upi,1697,6,0.886502527,117.9094708,5284.297164,1,15877.63252,0,3,0,1,1,10,0,0,1
user766@upi,672,5,0.398642494,63.34008451,12951.22812,1,7784.06308,0,2,0,1,0,5,0,1,1
user767@upi,1223,8,0.862922394,94.55171261,2440.23237,1,3700.693823,0,2,0,1,1,0,1,0,1
user768@upi,1769,19,0.267075007,100.8480398,18971.35667,0,36920.34659,1,2,0,1,1,21,1,0,1
user769@upi,46,0,0.534660923,77.76379888,4573.7767,1,39759.96105,0,4,0,0,0,20,1,1,1
user770@upi,1813,7,0.85876143,40.64998851,19992.74895,0,20474.56262,1,4,0,1,1,8,1,1,1
user771@upi,1402,2,0.325881343,56.39741216,9965.102527,0,19802.3111,1,1,1,1,1,6,0,0,1
user772@upi,1728,3,0.954042265,102.9500487,15451.45678,0,47712.30921,1,0,1,0,0,5,1,1,1
user773@upi,1558,14,0.121879502,35.82575112,143.4634807,1,45834.89944,1,4,1,0,1,22,0,0,1
user774@upi,288,5,0.01827507,110.8491758,17786.05345,1,11670.96244,1,1,0,1,0,9,1,0,0
user775@upi,226,14,0.904135353,27.57676097,5473.040691,1,39042.57431,1,1,1,0,0,4,1,0,1
user776@upi,876,2,0.068648666,89.94196982,13391.94122,1,31138.79281,0,3,0,0,0,0,0,1,1
user777@upi,882,13,0.991889196,75.66710812,16146.47009,0,7719.594729,1,4,0,1,0,14,0,1,1
user778@upi,1831,19,0.951396862,89.95193293,3366.540037,1,17844.98464,0,1,0,1,0,4,1,0,0
user779@upi,1306,13,0.13702091,52.48170869,8905.938678,0,8881.872336,1,3,1,0,0,19,0,1,1
user780@upi,1914,3,0.537584626,111.9169275,9927.335219,1,14764.85038,0,0,1,1,1,5,1,0,1
user781@upi,71,11,0.184920297,75.89666429,6311.17736,1,30768.90578,1,3,1,0,0,4,0,0,1
user782@upi,605,16,0.428155173,34.59549655,9686.941012,0,18769.5209,1,0,0,1,1,16,1,1,1
user783@upi,1913,6,0.061425129,76.61460848,6419.158587,0,19709.0354,0,2,0,1,0,17,1,1,1
user784@upi,738,8,0.223924588,34.41788966,7278.880127,0,26986.96816,1,2,0,0,0,3,1,1,1
user785@upi,1375,2,0.363272796,35.23588701,13419.69046,1,4370.334701,1,3,0,0,0,23,1,0,0
user786@upi,406,12,0.4386475,47.95182139,12688.60604,1,36942.47652,0,2,1,0,1,20,0,1,1
user787@upi,708,14,0.977496258,102.2916501,4722.087943,0,20091.45958,0,4,1,0,1,22,0,1,1
user788@upi,1052,17,0.807865646,60.03574493,17959.90941,1,24025.05044,1,3,1,0,0,1,1,1,1
user789@upi,186,18,0.737409944,81.46810107,17269.49206,0,48715.24345,0,1,1,1,1,7,1,0,1
user790@upi,1645,0,0.537041315,47.03612883,10230.7578,1,17224.90075,0,4,0,1,0,4,1,0,0
user791@upi,405,5,0.839997761,31.63265278,8721.68978,0,32414.46461,1,3,0,0,0,3,0,0,0
user792@upi,454,1,0.339322836,114.5568193,7599.434061,0,19631.29082,0,0,1,0,1,21,1,0,0
user793@upi,1266,13,0.708899113,72.42974965,14174.63158,1,44715.19311,1,2,0,0,0,13,0,0,1
user794@upi,1948,5,0.993783975,112.0741606,13466.15454,0,42339.34579,0,2,0,1,0,3,0,1,1
user795@upi,85,13,0.314628909,24.40956026,4003.994078,1,12088.79735,1,2,1,1,1,7,1,1,1
user796@upi,274,3,0.674017535,17.62729967,13462.01482,1,34590.36817,1,3,1,0,0,2,0,0,1
user797@upi,464,7,0.844314864,102.6987489,5123.380763,0,3267.948075,1,4,0,1,0,13,1,1,1
user798@upi,1829,2,0.915807583,81.71006551,469.3108968,0,48159.63762,0,0,1,1,1,17,1,0,1
user799@upi,727,18,0.717932691,22.38941991,14014.25268,1,17456.0155,1,2,1,0,1,22,0,0,1
user800@upi,744,13,0.283607923,32.32316408,12931.39269,1,41593.8202,0,4,1,0,0,11,0,0,1
user801@upi,1417,19,0.326282152,96.07967298,8275.104321,0,15928.38399,1,1,1,1,0,14,1,0,0
user802@upi,1597,16,0.020758032,54.4642344,10561.15251,0,31642.20935,1,1,1,1,1,19,0,0,1
user803@upi,860,7,0.760885978,80.46486078,18948.66691,0,49179.70369,1,0,1,1,1,19,0,0,1
user804@upi,1539,13,0.042739606,38.20224266,11944.4836,1,43838.72566,0,2,1,1,0,8,0,1,1
user805@upi,1400,5,0.864652355,45.74759433,13191.89031,1,8026.691836,1,1,1,1,1,1,1,1,1
user806@upi,153,15,0.118660614,118.885507,1371.835287,1,27378.94677,1,4,1,0,1,0,1,1,1
user807@upi,894,18,0.171876512,29.71405046,3403.289767,0,17433.10379,0,4,0,1,1,14,0,1,1
user808@upi,1102,13,0.476526471,60.77476524,6088.950301,0,21722.59919,1,1,1,0,0,22,1,1,1
user809@upi,1132,18,0.737880415,101.3282812,10833.64843,1,16765.80463,1,2,1,0,0,14,1,1,1
user810@upi,405,2,0.139002205,28.70678564,15554.15883,1,16804.60282,0,0,1,1,0,7,0,0,1
user811@upi,1058,9,0.440071075,49.8256508,6492.693468,0,27132.23666,0,2,0,0,0,2,0,0,0
user812@upi,957,18,0.482851274,73.81095448,7192.010367,1,9606.280816,0,3,1,1,0,1,0,0,1
user813@upi,900,8,0.212285642,57.74257818,5197.402615,0,26874.39731,1,1,1,0,1,3,1,0,0
user814@upi,1502,19,0.115558377,55.14027199,5166.725653,0,13955.48221,0,3,0,1,1,17,1,1,1
user815@upi,1517,12,0.836420923,43.50116776,18982.39053,0,14456.25538,1,1,0,0,1,11,0,0,0
user816@upi,1598,6,0.50246565,70.39755933,12745.59787,1,36940.01397,1,0,1,1,0,17,1,1,1
user817@upi,1184,13,0.014381236,74.92472375,3202.434746,1,1489.384242,0,2,0,1,0,20,1,1,1
user818@upi,1177,8,0.802981301,78.39474491,14472.7467,0,19053.47868,0,2,0,0,1,9,1,1,1
user819@upi,578,18,0.980793805,8.444172949,14468.22075,0,20382.64366,1,1,0,0,1,20,0,1,1
user820@upi,1072,14,0.605926195,75.72410109,13362.7569,1,24260.65588,0,4,0,0,1,7,1,1,1
user821@upi,118,19,0.503708387,114.3884615,2780.936857,0,33453.86113,0,3,0,1,1,17,1,1,1
user822@upi,1726,13,0.878415863,64.91834826,8219.030521,1,18490.64227,1,2,1,0,0,16,0,0,1
user823@upi,1075,5,0.95251679,85.8320499,2224.450977,1,10664.72384,0,2,0,0,0,18,1,0,0
user824@upi,1219,3,0.754536916,66.80787693,16350.74803,1,44244.7933,0,1,1,1,1,5,1,0,1
user825@upi,944,7,0.44545293,102.5688742,13137.92565,0,49052.12095,0,4,1,1,0,13,0,0,1
user826@upi,407,16,0.592221399,111.5499714,10193.35834,0,1010.534512,1,3,1,0,0,4,1,0,0
user827@upi,1256,8,0.700935365,22.10638792,6926.007982,0,27327.87788,0,4,0,0,0,7,0,0,0
user828@upi,643,0,0.194273571,52.42320439,3766.564542,0,17091.70193,0,4,1,1,0,7,1,0,0
user829@upi,1166,19,0.447201032,47.08585211,2218.307018,1,13856.70887,1,1,0,1,1,17,1,1,1
user830@upi,1196,13,0.829821265,48.6258148,19387.88809,0,16791.96248,1,4,1,1,1,8,0,1,1
user831@upi,1248,10,0.654725348,15.06290175,4073.007975,1,31947.49904,1,3,1,0,0,13,0,0,1
user832@upi,742,2,0.411204067,97.63388712,1291.505072,0,9543.893351,1,0,1,0,1,13,0,0,0
user833@upi,244,8,0.663362534,4.291949162,19237.16877,0,45643.90698,0,0,0,1,0,19,1,1,1
user834@upi,1876,13,0.118222412,63.38719293,11024.13965,0,23311.0651,1,3,1,1,1,13,1,0,1
user835@upi,667,8,0.401497611,79.42540657,15953.46903,0,16285.58589,1,1,0,1,1,16,0,1,1
user836@upi,760,3,0.793128538,24.89633257,970.9403592,0,38278.91126,0,2,0,0,1,1,0,0,0
user837@upi,597,3,0.220508787,108.7020231,11382.22256,1,827.1697952,1,1,0,0,1,13,0,1,1
user838@upi,1042,7,0.185961508,100.6259048,8024.378286,0,21598.32476,1,3,1,0,1,21,1,1,1
user839@upi,1107,1,0.95081866,56.53004754,15462.09224,0,17771.62701,0,4,1,0,1,20,1,0,0
user840@upi,963,8,0.20989763,49.33787188,864.6703482,0,16917.1134,1,0,1,1,1,11,0,0,1
user841@upi,501,13,0.26091858,28.38815103,8093.642314,0,16860.19739,1,4,1,1,0,22,1,1,1
user842@upi,922,8,0.969615939,87.59918696,16001.56105,0,1573.256174,0,1,0,0,1,15,1,0,0
user843@upi,1286,15,0.73470857,15.80925596,10501.67557,1,7614.298986,0,3,1,1,0,21,1,0,1
user844@upi,1263,16,0.699596533,81.62853046,11045.77095,0,7102.839114,0,0,0,1,1,5,0,1,1
user845@upi,1552,15,0.852926384,101.0948383,2033.577171,1,49430.63914,0,3,0,0,1,17,1,1,1
user846@upi,1207,11,0.115823082,27.41658911,2733.378067,0,1118.066137,0,0,1,1,1,6,0,0,1
user847@upi,1686,2,0.705956237,103.9712883,13572.29215,1,8362.012081,0,0,1,0,0,1,0,0,1
user848@upi,1201,10,0.503688609,3.998783933,13533.42778,0,48708.98369,0,0,0,0,0,12,0,1,1
user849@upi,179,13,0.82915064,109.5344862,19584.15755,0,31416.54712,0,1,0,0,0,22,0,1,1
